分类,歌曲,难度,分支,体力,手速,爆发,节奏,复合,主定数
07 Game Music,スターソルジャーメドレー,魔王,,5.71 ,1.50 ,0.64 ,7.74 ,11.25 ,7.54 
01 Pop,きゅうくらりん,魔王,,5.54 ,5.69 ,9.83 ,8.45 ,7.50 ,7.54 
02 Anime,ゲゲゲの鬼太郎(氷川きよし),魔王(里),,2.23 ,11.25 ,15.08 ,2.16 ,4.16 ,7.53 
07 Game Music,みんなのうた,魔王,玄人,7.80 ,7.09 ,10.42 ,5.05 ,6.87 ,7.52 
07 Game Music,JOIN THE PAC -太鼓の達人 Ver.-,魔王,,5.54 ,1.32 ,1.10 ,6.98 ,11.79 ,7.52 
09 Namco Original,音虫をつかまえろ！,魔王,,7.19 ,3.01 ,1.51 ,3.42 ,12.14 ,7.51 
09 Namco Original,ひよっこファンタジー,魔王,,5.68 ,10.05 ,8.33 ,2.25 ,5.54 ,7.51 
07 Game Music,"AtoZ,I leave toZ",魔王,,7.49 ,9.59 ,8.08 ,1.61 ,4.02 ,7.51 
07 Game Music,アサルト BGM1,魔王(里),,6.92 ,1.19 ,5.73 ,5.74 ,10.26 ,7.50 
09 Namco Original,あまてらすJK,魔王,,8.03 ,8.53 ,8.09 ,3.02 ,5.10 ,7.50 
01 Pop,戀愛ing,魔王,达人,5.22 ,9.29 ,8.63 ,5.55 ,6.58 ,7.49 
01 Pop,フォニイ,魔王(里),,8.86 ,7.05 ,9.61 ,2.74 ,5.70 ,7.49 
02 Anime,Tank!,魔王,,5.82 ,4.51 ,9.07 ,4.72 ,10.23 ,7.49 
02 Anime,ルパン三世,魔王,,4.28 ,0.66 ,0.26 ,10.10 ,9.88 ,7.49 
09 Namco Original,蝶戀,魔王(里),,4.41 ,1.77 ,11.70 ,8.12 ,8.59 ,7.48 
09 Namco Original,カッティアワールの宝剣,魔王,,4.37 ,0.66 ,7.54 ,8.18 ,8.84 ,7.47 
09 Namco Original,虹色?夢色?太鼓色,魔王(里),,3.35 ,1.20 ,8.01 ,6.99 ,10.16 ,7.47 
09 Namco Original,トンガチン,魔王,,3.97 ,3.90 ,2.83 ,9.05 ,10.14 ,7.46 
09 Namco Original,凛,魔王,,7.78 ,7.15 ,6.30 ,3.40 ,7.94 ,7.45 
07 Game Music,Naked Glow,魔王,,4.60 ,0.38 ,0.01 ,8.96 ,10.71 ,7.45 
01 Pop,イイコ進化論(feat. O-LuHA),魔王,,5.18 ,2.03 ,11.69 ,6.52 ,9.40 ,7.45 
09 Namco Original,ロケットモード,魔王,,7.23 ,8.47 ,8.11 ,3.64 ,6.04 ,7.45 
07 Game Music,MAGICAL SOUND SHOWER,魔王,达人,3.30 ,0.70 ,7.84 ,9.78 ,7.49 ,7.45 
03 Vocaloid,怪獣少女は火を吹かない,魔王,,6.04 ,8.77 ,8.67 ,3.22 ,6.81 ,7.45 
01 Pop,Silent Jealousy,魔王,,7.86 ,8.84 ,7.68 ,4.54 ,4.17 ,7.44 
03 Vocaloid,ダンスロボットダンス,魔王,,8.36 ,7.66 ,8.08 ,3.10 ,5.66 ,7.44 
02 Anime,一度だけの恋なら,魔王(里),,6.22 ,10.33 ,12.05 ,2.72 ,2.64 ,7.44 
07 Game Music,THE IDOLM@STER,魔王,达人,9.33 ,6.50 ,4.00 ,0.19 ,8.35 ,7.43 
09 Namco Original,らいとにんぐ ぱっしょん,魔王(里),,7.02 ,1.86 ,4.23 ,8.26 ,8.90 ,7.43 
09 Namco Original,junction,魔王,,5.05 ,0.88 ,0.02 ,5.93 ,12.38 ,7.42 
07 Game Music,Night And Day,魔王,,6.58 ,1.34 ,0.14 ,4.93 ,12.05 ,7.42 
09 Namco Original,Argent Memories,魔王,,4.83 ,3.11 ,2.01 ,7.77 ,10.99 ,7.42 
09 Namco Original,STAGE 0.ac11,魔王,,4.64 ,0.85 ,0.08 ,8.70 ,10.79 ,7.41 
02 Anime,雑踏、僕らの街,魔王(里),,8.61 ,7.86 ,5.40 ,2.14 ,6.94 ,7.41 
07 Game Music,Urban Striker,魔王,,5.91 ,3.12 ,9.39 ,6.61 ,8.87 ,7.40 
07 Game Music,THE IDOLM@STER,魔王,达人,9.26 ,6.50 ,4.00 ,0.19 ,8.31 ,7.40 
09 Namco Original,ぺた?PETA！？パンプキン,魔王,,3.57 ,0.80 ,0.17 ,11.47 ,8.19 ,7.38 
06 Classical,トッカータとフーガとロック,魔王,,6.81 ,1.89 ,8.33 ,5.29 ,9.18 ,7.38 
09 Namco Original,よくでる15300,魔王,,7.37 ,10.15 ,7.94 ,1.15 ,1.22 ,7.38 
09 Namco Original,一世風靡,魔王,普通,3.92 ,0.38 ,7.24 ,10.80 ,5.31 ,7.38 
09 Namco Original,リスドンヴァルナの黄昏,魔王,,3.97 ,0.31 ,5.86 ,6.65 ,10.84 ,7.37 
03 Vocaloid,セツナトリップ,魔王(里),,5.75 ,2.01 ,0.22 ,5.34 ,12.08 ,7.37 
09 Namco Original,閃光ヴァルキュリア,魔王,,6.96 ,9.37 ,9.25 ,2.80 ,4.33 ,7.35 
06 Classical,熊蜂の飛行,魔王,,9.89 ,3.03 ,0.78 ,0.23 ,10.14 ,7.35 
09 Namco Original,絶望へのトッカータ,魔王,,8.01 ,1.69 ,8.35 ,5.09 ,8.19 ,7.35 
06 Classical,夜想曲Op.9-2,魔王,,1.94 ,0.14 ,5.57 ,10.59 ,7.97 ,7.35 
09 Namco Original,ネテモネテモ,魔王,,7.10 ,9.00 ,7.79 ,3.10 ,5.00 ,7.34 
07 Game Music,URBAN TRAIL,魔王,达人,9.89 ,3.55 ,1.15 ,1.16 ,9.88 ,7.33 
05 Variety,Pixel Galaxy,魔王,,5.23 ,3.58 ,13.36 ,8.12 ,7.36 ,7.32 
01 Pop,Dragon Night,魔王,达人,5.23 ,8.75 ,7.85 ,2.68 ,7.20 ,7.32 
09 Namco Original,ボクハシンセ,魔王,,2.46 ,0.15 ,4.00 ,13.31 ,3.03 ,7.31 
09 Namco Original,ボクハシンセ,魔王,,2.46 ,0.15 ,4.00 ,13.31 ,3.03 ,7.31 
03 Vocaloid,ブリキノダンス,魔王,,9.19 ,7.92 ,5.63 ,2.45 ,5.31 ,7.31 
09 Namco Original,アルムジカac14.0V,魔王,,4.89 ,1.60 ,8.44 ,4.42 ,10.56 ,7.30 
03 Vocaloid,ワールズエンド?ダンスホール,魔王,,7.73 ,7.52 ,5.40 ,6.90 ,6.33 ,7.29 
09 Namco Original,Many wow bang!,魔王(里),,3.66 ,0.66 ,0.01 ,7.09 ,11.93 ,7.28 
09 Namco Original,てんびん座急行 夜を行く,魔王,,7.51 ,9.19 ,7.50 ,2.55 ,3.71 ,7.28 
01 Pop,メギツネ,魔王,,6.92 ,2.44 ,9.35 ,6.78 ,7.61 ,7.28 
09 Namco Original,タベテモタベテモ,魔王,,2.15 ,0.71 ,0.07 ,8.34 ,11.46 ,7.27 
07 Game Music,チェインクロニクル 通常バトルメドレー,魔王(里),,9.73 ,6.02 ,4.53 ,2.81 ,7.32 ,7.27 
03 Vocaloid,有頂天ビバーチェ,魔王,,4.41 ,0.56 ,0.01 ,8.47 ,10.69 ,7.27 
07 Game Music,名乗り（天上）,魔王,,5.48 ,3.64 ,1.31 ,5.40 ,11.54 ,7.27 
09 Namco Original,化物月夜,魔王,,7.80 ,8.93 ,7.50 ,0.34 ,3.74 ,7.27 
09 Namco Original,春竜 ～Haryu～,魔王,,7.68 ,5.14 ,8.12 ,3.90 ,8.17 ,7.27 
09 Namco Original,FooFooカセット,魔王,,9.09 ,6.75 ,6.48 ,5.28 ,5.35 ,7.25 
03 Vocaloid,アスノヨゾラ哨戒班,魔王,,8.94 ,7.26 ,7.79 ,0.93 ,4.53 ,7.24 
02 Anime,アナタボシ,魔王(里),,6.30 ,10.08 ,8.03 ,1.11 ,3.33 ,7.23 
09 Namco Original,女帝 ～インバラトゥーラ～,魔王,,3.40 ,0.90 ,10.91 ,8.96 ,7.52 ,7.23 
09 Namco Original,地獄の大王,魔王,,6.94 ,2.63 ,9.70 ,3.52 ,9.42 ,7.23 
09 Namco Original,Amber Light,魔王,,4.16 ,1.59 ,9.96 ,7.76 ,8.46 ,7.22 
09 Namco Original,風雲志士,魔王,达人,4.46 ,0.36 ,6.43 ,8.49 ,8.15 ,7.22 
02 Anime,青春コンプレックス,魔王,,7.30 ,8.86 ,8.08 ,1.76 ,4.42 ,7.22 
03 Vocaloid,からくりピエロ,魔王,,4.14 ,0.37 ,1.20 ,10.60 ,8.47 ,7.21 
05 Variety,魔理沙は大変なものを盗んでいきました,魔王,,9.09 ,7.34 ,5.17 ,1.00 ,6.19 ,7.20 
01 Pop,ファミリードンドン,魔王,,5.26 ,7.57 ,11.23 ,2.62 ,7.69 ,7.20 
01 Pop,乱数調整のリバースシンデレラ,魔王(里),,8.09 ,7.17 ,5.53 ,4.33 ,7.22 ,7.20 
07 Game Music,ステキナノカデパレード,魔王,,5.90 ,7.01 ,9.25 ,3.18 ,7.96 ,7.19 
01 Pop,ともに,魔王,,5.46 ,4.87 ,11.85 ,7.74 ,7.10 ,7.16 
05 Variety,WARNING×WARNING×WARNING,魔王,,8.75 ,6.32 ,5.63 ,1.69 ,7.14 ,7.16 
09 Namco Original,太鼓侍,魔王(里),,4.23 ,0.60 ,7.61 ,9.90 ,5.73 ,7.13 
09 Namco Original,時空庁捜査2課,魔王,,6.86 ,7.87 ,8.67 ,3.48 ,6.04 ,7.13 
09 Namco Original,GO ON ～未来へ～,魔王,,3.77 ,0.16 ,0.16 ,10.74 ,8.25 ,7.12 
07 Game Music,妖怪ウォッチ2 元祖／本家／真打,魔王,,5.25 ,2.00 ,9.25 ,6.64 ,8.60 ,7.12 
09 Namco Original,蒼鷺之火,魔王,,7.99 ,6.89 ,6.10 ,6.64 ,5.22 ,7.11 
03 Vocaloid,ダイダイダイダイダイキライ,魔王,,4.91 ,0.56 ,0.00 ,7.58 ,10.73 ,7.11 
09 Namco Original,森羅万象,魔王,普通,6.02 ,1.84 ,8.56 ,6.50 ,8.22 ,7.11 
09 Namco Original,SORA-III ヘリオポーズ,魔王,,4.19 ,0.57 ,8.13 ,7.87 ,8.22 ,7.11 
03 Vocaloid,Irodoru?Future,魔王,,7.92 ,6.78 ,8.32 ,4.72 ,5.95 ,7.10 
03 Vocaloid,テルミービート,魔王,,7.33 ,6.48 ,9.88 ,5.75 ,6.67 ,7.10 
02 Anime,夢幻,魔王(里),,4.28 ,0.91 ,0.49 ,8.33 ,10.36 ,7.09 
07 Game Music,Dual Moon,魔王,,5.45 ,0.85 ,0.21 ,10.83 ,6.90 ,7.08 
03 Vocaloid,Future Melody -心から未来へ-,魔王,,3.65 ,0.94 ,1.43 ,11.60 ,6.72 ,7.08 
09 Namco Original,和有るど経りて維持?序,魔王,,2.66 ,0.55 ,7.86 ,7.54 ,9.05 ,7.07 
07 Game Music,ワンダーモモーイ,魔王,玄人,4.62 ,10.04 ,15.50 ,1.38 ,2.36 ,7.07 
09 Namco Original,Rotter Tarmination,魔王,,7.28 ,6.96 ,8.67 ,3.16 ,6.46 ,7.07 
07 Game Music,Wings of Tomorrow (Tatsujin Mix),魔王,,7.76 ,5.64 ,8.92 ,2.69 ,7.13 ,7.06 
05 Variety,ナイト?オブ?ナイツ,魔王,达人,7.96 ,7.48 ,9.81 ,3.58 ,4.61 ,7.06 
07 Game Music,Rare Hero,魔王,,4.98 ,0.47 ,0.02 ,8.53 ,9.78 ,7.05 
02 Anime,サクリファイス,魔王,,5.50 ,9.32 ,8.20 ,2.36 ,5.14 ,7.05 
09 Namco Original,百鬼夜行,魔王,玄人,6.44 ,3.94 ,9.69 ,6.81 ,7.19 ,7.04 
07 Game Music,ミツボシ☆☆★,魔王(里),,6.26 ,8.55 ,6.33 ,2.20 ,6.02 ,7.04 
02 Anime,DAY×DAY,魔王,,5.85 ,9.22 ,8.26 ,2.40 ,4.85 ,7.03 
07 Game Music,CAPTAIN NEO,魔王,,3.44 ,2.52 ,7.57 ,4.42 ,10.61 ,7.03 
09 Namco Original,おもちでマンボ,魔王(里),普通,7.20 ,0.33 ,0.04 ,6.32 ,10.01 ,7.03 
09 Namco Original,おもちでマンボ,魔王(里),达人,7.20 ,0.33 ,0.04 ,6.32 ,10.01 ,7.03 
09 Namco Original,スポーツダイジェスドン ~Fill In The Sky~,魔王(里),,3.06 ,0.32 ,7.05 ,8.43 ,8.03 ,7.02 
09 Namco Original,エンジェル ドリーム,魔王(里),达人,9.22 ,7.23 ,7.50 ,0.18 ,2.63 ,7.02 
09 Namco Original,エンジェル ドリーム,魔王(里),达人,9.22 ,7.23 ,7.50 ,0.18 ,2.63 ,7.02 
09 Namco Original,エンジェル ドリーム,魔王(里),达人,9.22 ,7.23 ,7.50 ,0.18 ,2.63 ,7.02 
07 Game Music,TOKIMEKIエスカレート,魔王(里),,8.26 ,1.35 ,0.49 ,0.47 ,11.03 ,7.02 
02 Anime,New Stranger,魔王,,3.72 ,10.05 ,8.08 ,2.40 ,5.20 ,7.00 
02 Anime,誰我為,魔王(里),,5.87 ,2.02 ,9.07 ,5.04 ,8.98 ,7.00 
09 Namco Original,エンジェル ドリーム,魔王(里),玄人,9.22 ,7.23 ,7.50 ,0.18 ,2.36 ,6.99 
09 Namco Original,エンジェル ドリーム,魔王(里),玄人,9.22 ,7.23 ,7.50 ,0.18 ,2.36 ,6.99 
09 Namco Original,エンジェル ドリーム,魔王(里),玄人,9.22 ,7.23 ,7.50 ,0.18 ,2.36 ,6.99 
09 Namco Original,女神な世界 Ⅰ,魔王,,5.30 ,2.68 ,5.14 ,8.12 ,8.29 ,6.99 
03 Vocaloid,愛して愛して愛して,魔王,,2.95 ,0.27 ,5.76 ,11.05 ,5.06 ,6.99 
02 Anime,おジャ魔女カーニバル!!,魔王(里),,8.12 ,5.84 ,9.91 ,1.18 ,6.18 ,6.98 
02 Anime,Paradisus-Paradoxum,魔王,,4.51 ,10.01 ,8.72 ,2.68 ,4.35 ,6.98 
02 Anime,Paradisus-Paradoxum,魔王,,4.51 ,10.01 ,8.72 ,2.68 ,4.35 ,6.98 
09 Namco Original,ファミレスウォーズ,魔王,,4.99 ,5.01 ,8.08 ,9.39 ,4.99 ,6.96 
09 Namco Original,ファミレスウォーズ,魔王,,4.99 ,5.01 ,8.08 ,9.39 ,4.99 ,6.96 
02 Anime,オトノケ,魔王,,5.66 ,1.39 ,5.17 ,9.75 ,5.87 ,6.96 
09 Namco Original,東京特許キョ許可局局長!!,魔王,,6.67 ,2.75 ,4.00 ,8.15 ,7.71 ,6.93 
07 Game Music,ゼビウス体操,魔王(里),,7.87 ,0.57 ,0.00 ,0.83 ,11.13 ,6.93 
09 Namco Original,大勇者タツドン ～最強のマイバチ伝説～,魔王,,1.73 ,1.54 ,7.53 ,10.45 ,5.27 ,6.93 
09 Namco Original,散りゆく蘭の綴る詩,魔王,,8.36 ,5.60 ,7.50 ,3.89 ,6.10 ,6.92 
03 Vocaloid,ラビットホール,魔王,,9.86 ,5.54 ,5.87 ,0.89 ,4.79 ,6.92 
03 Vocaloid,雨とペトラ,魔王(里),,7.40 ,6.44 ,8.38 ,3.22 ,6.40 ,6.92 
07 Game Music,ポケットモンスター X?Y トレーナー戦メドレー,魔王,,7.00 ,7.83 ,7.50 ,4.09 ,5.21 ,6.90 
09 Namco Original,タイコタイム,魔王,普通,5.95 ,0.50 ,5.17 ,10.94 ,1.88 ,6.90 
02 Anime,もってけ！セーラーふく,魔王,,6.47 ,2.03 ,0.67 ,7.02 ,9.46 ,6.89 
09 Namco Original,Planet Quester XT,魔王,,4.49 ,1.57 ,5.17 ,4.26 ,10.94 ,6.89 
09 Namco Original,ニジイロバトン,魔王,,6.66 ,8.96 ,7.94 ,0.99 ,3.57 ,6.88 
09 Namco Original,エンジェル ドリーム,魔王(里),普通,9.22 ,7.23 ,7.50 ,0.18 ,0.93 ,6.88 
09 Namco Original,エンジェル ドリーム,魔王(里),普通,9.22 ,7.23 ,7.50 ,0.18 ,0.93 ,6.88 
09 Namco Original,エンジェル ドリーム,魔王(里),普通,9.22 ,7.23 ,7.50 ,0.18 ,0.93 ,6.88 
07 Game Music,No Way Back,魔王(里),,4.87 ,8.30 ,10.83 ,2.54 ,6.19 ,6.87 
02 Anime,残酷な天使のテーゼ -新曲-,魔王(里),达人,4.68 ,0.35 ,0.00 ,6.75 ,10.77 ,6.87 
03 Vocaloid,撥条少女時計,魔王,,5.59 ,2.31 ,8.72 ,7.98 ,6.32 ,6.86 
04 Children and Folk,うんぴフレンズ,魔王(里),,8.29 ,7.52 ,9.32 ,0.79 ,2.68 ,6.82 
09 Namco Original,めたるぽりす,魔王(里),,10.07 ,5.45 ,6.57 ,0.58 ,2.34 ,6.81 
07 Game Music,Wish upon a shooting star,魔王,,4.09 ,1.06 ,8.20 ,4.86 ,9.66 ,6.80 
09 Namco Original,魔星陣 -ゼータ?アステリズム-,魔王,,3.62 ,4.00 ,10.42 ,5.97 ,8.73 ,6.78 
02 Anime,残酷な天使のテーゼ -旧曲-,魔王(里),达人,4.53 ,0.32 ,0.00 ,6.52 ,10.77 ,6.78 
09 Namco Original,忘却のティルナノグ,魔王,,9.72 ,5.21 ,5.98 ,0.80 ,4.28 ,6.78 
03 Vocaloid,命に嫌われている。,魔王(里),,7.28 ,6.06 ,8.67 ,2.20 ,6.45 ,6.77 
09 Namco Original,案山子姫 -Princess Scarecrow-,魔王,,4.61 ,0.97 ,9.69 ,6.23 ,8.34 ,6.76 
09 Namco Original,オレサマパイレーツ,魔王,,5.48 ,4.57 ,9.95 ,6.19 ,7.66 ,6.76 
06 Classical,美しく忙しきドナウ,魔王,,4.51 ,1.30 ,8.59 ,8.37 ,6.40 ,6.76 
03 Vocaloid,ハイスペックニート,魔王,,4.37 ,7.55 ,9.83 ,4.58 ,6.97 ,6.75 
01 Pop,TEMPLATE,魔王,,6.54 ,4.67 ,8.67 ,6.51 ,6.56 ,6.74 
07 Game Music,Racing the Storm,魔王,,6.99 ,2.56 ,0.62 ,4.49 ,10.04 ,6.74 
02 Anime,NIGHT OF FIRE,魔王,,7.87 ,4.03 ,1.67 ,3.22 ,9.31 ,6.72 
09 Namco Original,詩謳兎揺蕩兎,魔王,,5.60 ,3.00 ,9.92 ,6.63 ,7.14 ,6.71 
02 Anime,The Other self,魔王,,4.93 ,1.39 ,5.88 ,8.44 ,6.53 ,6.71 
07 Game Music,メタルホーク　BGM1,魔王,玄人,5.00 ,0.58 ,9.27 ,1.64 ,10.04 ,6.71 
03 Vocaloid,東京テディベア,魔王,,7.00 ,6.74 ,8.90 ,3.63 ,5.73 ,6.70 
07 Game Music,ファミコンメドレー,魔王,,4.38 ,8.79 ,8.67 ,3.24 ,5.59 ,6.70 
07 Game Music,華蕾夢ミル狂詩曲～魂ノ導～,魔王,,9.05 ,6.55 ,7.73 ,1.25 ,2.28 ,6.69 
09 Namco Original,dance storm,魔王(里),,8.79 ,5.83 ,8.08 ,2.54 ,4.18 ,6.69 
07 Game Music,マッピーメドレー,魔王,,4.47 ,1.00 ,7.93 ,6.42 ,8.26 ,6.68 
07 Game Music,アクセルレーション,魔王,,6.16 ,8.25 ,8.14 ,1.81 ,4.76 ,6.68 
09 Namco Original,竜と黒炎の姫君,魔王,,4.52 ,2.98 ,1.20 ,7.16 ,9.64 ,6.68 
09 Namco Original,ザストゥールの魔導書,魔王,,4.74 ,2.16 ,9.25 ,7.03 ,7.39 ,6.68 
06 Classical,白鳥の湖 ～still a duckling～,魔王,,5.79 ,3.95 ,11.00 ,4.68 ,8.17 ,6.68 
03 Vocaloid,ロウワー,魔王,,4.14 ,0.60 ,5.22 ,10.58 ,4.11 ,6.67 
07 Game Music,Where is the Target?,魔王,,3.90 ,3.81 ,10.41 ,5.50 ,8.79 ,6.66 
03 Vocaloid,IMITATION BLACK,魔王(里),,5.77 ,4.31 ,10.42 ,6.74 ,6.51 ,6.63 
05 Variety,Hyper Bass (feat. Yunomi),魔王,,8.19 ,5.71 ,8.77 ,2.84 ,5.02 ,6.63 
09 Namco Original,でぃんぴーでぃんぱー！,魔王,,2.25 ,0.47 ,6.69 ,10.17 ,4.50 ,6.62 
09 Namco Original,らんぶる乱舞,魔王(里),,6.91 ,2.57 ,6.85 ,6.38 ,6.25 ,6.62 
09 Namco Original,大好きな太鼓の音,魔王,,8.75 ,5.55 ,8.08 ,2.85 ,4.28 ,6.62 
02 Anime,イマジネーション,魔王,,6.78 ,6.44 ,8.90 ,4.12 ,5.99 ,6.62 
09 Namco Original,共奏鼓祭,魔王,,5.43 ,3.98 ,9.83 ,5.05 ,8.16 ,6.61 
07 Game Music,MUSIC?,魔王(里),,4.84 ,0.39 ,0.03 ,8.05 ,8.96 ,6.58 
07 Game Music,電車で電車で OPA!OPA!OPA! -GMT mashup-,魔王,,4.52 ,0.58 ,2.82 ,7.45 ,9.20 ,6.58 
09 Namco Original,白日夢、霧雨に溶けて,魔王,,4.96 ,7.76 ,9.10 ,4.41 ,6.02 ,6.57 
09 Namco Original,SORA-VI 火ノ鳥,魔王,,6.08 ,3.20 ,5.01 ,3.71 ,9.56 ,6.57 
01 Pop,みかんのうた,魔王,,5.28 ,1.60 ,0.11 ,6.55 ,9.70 ,6.56 
09 Namco Original,1?2?さんしのでドンドカッカッ！,魔王(里),,5.48 ,1.46 ,0.47 ,4.47 ,10.72 ,6.55 
09 Namco Original,少女の神の粒子,魔王,,8.72 ,6.83 ,7.62 ,0.52 ,1.31 ,6.55 
03 Vocaloid,花オト裏拍子,魔王,,4.66 ,2.19 ,9.32 ,6.30 ,7.71 ,6.54 
01 Pop,トウキョウ?シャンディ?ランデヴ,魔王,,4.08 ,0.43 ,0.06 ,8.11 ,9.16 ,6.54 
09 Namco Original,アンチェイン?ガール！,魔王,,5.22 ,2.35 ,1.68 ,5.83 ,9.96 ,6.54 
02 Anime,うまぴょい伝説,魔王(里),,8.70 ,7.21 ,5.20 ,1.20 ,3.28 ,6.53 
07 Game Music,ゼルダの伝説 ブレス オブ ザ ワイルド メドレー,魔王,,2.64 ,8.45 ,8.59 ,4.24 ,5.59 ,6.51 
07 Game Music,リッジでリッジで GO!GO!GO! -GMT mashup-,魔王,,4.06 ,1.60 ,0.23 ,7.48 ,9.48 ,6.51 
07 Game Music,ナックルヘッズ 鷹舞狼吼,魔王,,4.15 ,0.49 ,0.79 ,8.12 ,9.00 ,6.51 
07 Game Music,EAT'EM UP!,魔王,,5.20 ,1.07 ,5.75 ,8.10 ,5.99 ,6.50 
05 Variety,大改造!!劇的ビフォーアフターメドレー,魔王,,5.69 ,1.36 ,0.07 ,3.00 ,11.01 ,6.50 
09 Namco Original,文明開化,魔王,普通,5.66 ,4.08 ,1.67 ,5.56 ,9.17 ,6.49 
01 Pop,睨めっ娘,魔王,,5.95 ,7.33 ,11.44 ,5.00 ,0.82 ,6.47 
09 Namco Original,void setup,魔王,,5.90 ,1.34 ,0.05 ,4.63 ,10.24 ,6.47 
09 Namco Original,闇の魂,魔王,,6.67 ,1.64 ,8.89 ,4.50 ,7.37 ,6.47 
03 Vocaloid,砂の惑星,魔王,,6.66 ,6.48 ,12.16 ,4.72 ,4.85 ,6.47 
09 Namco Original,Dream Tide －夢の潮流－,魔王,,4.89 ,0.26 ,0.07 ,8.86 ,7.68 ,6.44 
09 Namco Original,Red Rose Evangel,魔王,,7.42 ,6.34 ,7.03 ,2.08 ,4.97 ,6.42 
07 Game Music,魔界村(平地BGM),魔王,,6.17 ,8.63 ,7.81 ,1.22 ,2.53 ,6.42 
09 Namco Original,東京ソーダ 8Bit Edit,魔王,,7.73 ,6.89 ,6.34 ,0.72 ,3.72 ,6.42 
01 Pop,Just Awake,魔王,,7.75 ,6.50 ,8.14 ,1.82 ,3.98 ,6.42 
02 Anime,マジLOVE2000％,魔王,,4.06 ,3.96 ,9.34 ,6.36 ,7.61 ,6.42 
09 Namco Original,ラ?モレーナ?クモナイ,魔王,,2.43 ,0.49 ,0.76 ,11.04 ,5.60 ,6.41 
09 Namco Original,黄泉のイザナミ,魔王,,7.63 ,3.33 ,9.25 ,4.01 ,6.39 ,6.41 
09 Namco Original,地獄の太鼓事典,魔王,,5.15 ,7.50 ,8.68 ,4.60 ,5.67 ,6.40 
09 Namco Original,大多羅捌伍伍壱,魔王,,4.91 ,1.73 ,9.89 ,3.65 ,8.78 ,6.40 
07 Game Music,Shine!!,魔王(里),,7.94 ,6.27 ,6.10 ,2.45 ,4.12 ,6.38 
01 Pop,YONA YONA DANCE,魔王,,5.21 ,0.62 ,0.18 ,8.89 ,7.19 ,6.38 
03 Vocaloid,M.S.S.Planet,魔王,,5.88 ,1.56 ,0.18 ,6.66 ,8.75 ,6.37 
09 Namco Original,どん子のファーストデート,魔王(里),达人,8.74 ,4.58 ,8.08 ,2.13 ,4.33 ,6.37 
07 Game Music,PENETRATION,魔王,,5.36 ,0.80 ,0.29 ,8.31 ,7.68 ,6.36 
01 Pop,超最強,魔王,,3.41 ,0.22 ,0.65 ,8.12 ,8.90 ,6.35 
09 Namco Original,パン vs ごはん！ 大決戦！,魔王(里),玄人,0.00 ,11.07 ,0.00 ,0.12 ,0.17 ,6.35 
09 Namco Original,パン vs ごはん！ 大決戦！,魔王,玄人,0.00 ,11.07 ,0.00 ,0.12 ,0.17 ,6.35 
02 Anime,めざせポケモンマスター -20th Anniversary-,魔王(里),,3.58 ,0.39 ,9.27 ,4.57 ,8.96 ,6.35 
09 Namco Original,トンデ?ミテ,魔王,,3.56 ,0.43 ,0.05 ,7.31 ,9.45 ,6.32 
01 Pop,テトリス,魔王,普通,8.38 ,5.99 ,7.93 ,1.40 ,2.92 ,6.32 
01 Pop,テトリス,魔王,玄人,8.38 ,5.99 ,7.93 ,1.40 ,2.92 ,6.32 
01 Pop,テトリス,魔王,达人,8.38 ,5.99 ,7.93 ,1.40 ,2.92 ,6.32 
09 Namco Original,がしゃどくろ,魔王,,3.25 ,1.13 ,10.75 ,5.73 ,8.13 ,6.31 
03 Vocaloid,ローリンガール,魔王,,7.40 ,6.05 ,8.38 ,2.59 ,4.61 ,6.30 
07 Game Music,大打音,魔王,普通,4.36 ,0.62 ,0.01 ,6.97 ,9.28 ,6.29 
07 Game Music,大打音,魔王,达人,4.36 ,0.62 ,0.01 ,6.97 ,9.28 ,6.29 
09 Namco Original,文明開化,魔王,达人,7.57 ,3.61 ,1.67 ,4.11 ,8.13 ,6.28 
09 Namco Original,UMAのフォーストレーニ千グ 【BPM180編】,魔王,,8.36 ,6.65 ,7.50 ,0.15 ,0.00 ,6.28 
09 Namco Original,ツナガリズム,魔王,,6.15 ,0.96 ,5.98 ,5.05 ,7.25 ,6.27 
09 Namco Original,クルクルクロックル,魔王,,4.01 ,0.24 ,1.05 ,10.10 ,5.80 ,6.27 
07 Game Music,カノン (シンクロニカ Remix),魔王,,3.51 ,0.32 ,4.70 ,9.72 ,4.90 ,6.27 
07 Game Music,Tulip,魔王(里),,5.33 ,1.39 ,1.45 ,6.39 ,9.02 ,6.27 
03 Vocaloid,混沌ブギ,魔王,,7.97 ,5.45 ,8.08 ,1.94 ,4.29 ,6.25 
05 Variety,Ladystar Wandering,魔王,,2.43 ,0.42 ,0.02 ,8.44 ,8.62 ,6.24 
02 Anime,ルパン三世のテーマ'78 -New Audio-,魔王(里),,2.66 ,0.65 ,8.97 ,7.32 ,7.01 ,6.23 
06 Classical,聖者の行進,魔王,玄人,2.25 ,0.05 ,5.95 ,8.90 ,5.49 ,6.23 
07 Game Music,メタルホーク　BGM1,魔王,普通,4.24 ,0.21 ,8.42 ,2.31 ,9.35 ,6.23 
07 Game Music,Genesis Ray,魔王,,8.56 ,0.59 ,0.15 ,1.63 ,8.63 ,6.23 
